,Date,year,month,month_label,Continent_name,Country_name,City,co,pm25,pm10,o3,so2,no2,aqi,aqi_Category,humidity,pressure,temperature,wind
21232,2022-09-16,2022,9,Sep,South America,Brazil,São Paulo,11.8,74.0,69.0,23.6,4.1,40.3,74.0,Modere,100.0,1026.5,16.836293330408065,10.4
21233,2022-09-16,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,10.790883977900553,57.0,59.20084566596194,39.27894736842106,12.28925831202046,26.14179104477612,59.20084566596194,Modere,100.0,1014.0,26.0,6.6
21234,2022-09-16,2022,9,Sep,South America,Chile,Santiago,22.9,160.0,112.0,30.4,5.5,42.3,160.0,Mauvais,100.0,1017.0,15.0,7.7
21235,2022-09-16,2022,9,Sep,Asia,China,Beijing,32.6,149.0,77.0,100.6,2.1,30.7,149.0,Malsain,100.0,1008.5,32.0,3.6
21236,2022-09-16,2022,9,Sep,Europe,France,Paris,10.790883977900553,59.0,55.0,28.0,12.28925831202046,29.4,59.0,Modere,93.0,1019.3,21.9,6.6
21237,2022-09-16,2022,9,Sep,Europe,United Kingdom,London,2.8,230.5,37.0,25.0,12.2,39.0,294.0,Tres mauvais,98.35,1022.5,25.85,9.05
21238,2022-09-16,2022,9,Sep,Africa,Ghana,Accra,10.790883977900553,74.0,59.20084566596194,39.27894736842106,12.28925831202046,26.14179104477612,74.0,Modere,88.0,1014.0,28.0,8.2
21239,2022-09-16,2022,9,Sep,Asia,India,Delhi,24.2,180.0,322.0,170.6,24.8,107.9,180.0,Mauvais,100.0,1002.0,30.8,8.5
21240,2022-09-16,2022,9,Sep,Europe,Italy,Milan,0.1,53.0,30.0,42.7,2.6,25.2,53.0,Modere,92.0,1005.328125,30.7,4.6
21241,2022-09-16,2022,9,Sep,Asia,Japan,Tokyo,17.8,152.0,39.0,57.1,14.3,53.3,152.0,Mauvais,98.0,1017.0,34.1,5.8
21242,2022-09-16,2022,9,Sep,North America,United States,Los Angeles,7.4,68.0,50.0,48.1,1.5,27.8,68.0,Modere,90.6,1014.1,27.1,6.1
21243,2022-09-16,2022,9,Sep,Africa,South Africa,Johannesburg,42.3,177.0,124.0,28.2,10.6,39.3,177.0,Mauvais,76.4,1019.3,29.5,2.7
21244,2022-09-17,2022,9,Sep,South America,Brazil,São Paulo,8.2,74.0,57.0,32.1,3.6,36.6,74.0,Modere,100.0,1027.1,19.0,10.6
21245,2022-09-17,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,9.943131868131868,63.0,55.18571428571428,39.99791666666666,11.643896103896102,23.152890792291224,63.0,Modere,100.0,1014.0,28.0,5.4
21246,2022-09-17,2022,9,Sep,South America,Chile,Santiago,15.0,142.0,62.0,26.4,4.3,33.5,142.0,Malsain,96.5,1021.0,15.0,6.6
21247,2022-09-17,2022,9,Sep,Asia,China,Beijing,9.1,165.0,113.0,117.1,2.6,37.1,165.0,Mauvais,100.0,1009.0,31.5,3.0
21248,2022-09-17,2022,9,Sep,Europe,France,Paris,9.943131868131868,45.0,30.0,29.0,11.643896103896102,30.2,45.0,Bon,87.0,1022.4,20.0,7.5
21249,2022-09-17,2022,9,Sep,Europe,United Kingdom,London,3.6,134.0,37.0,27.4,1.3,37.5,134.0,Malsain,97.5,1023.0,25.7,9.3
21250,2022-09-17,2022,9,Sep,Africa,Ghana,Accra,9.943131868131868,91.0,55.18571428571428,39.99791666666666,11.643896103896102,23.152890792291224,91.0,Modere,94.0,1014.0,28.0,7.2
21251,2022-09-17,2022,9,Sep,Asia,India,Delhi,38.0,233.0,322.0,91.2,61.7,44.7,322.0,Dangereux,100.0,1006.0,36.0,6.9
21252,2022-09-17,2022,9,Sep,Europe,Italy,Milan,0.1,34.0,16.0,32.9,4.1,17.9,34.0,Bon,89.2,1012.5,23.4,10.100000000000001
21253,2022-09-17,2022,9,Sep,Asia,Japan,Tokyo,24.5,228.0,47.0,68.6,15.8,42.6,228.0,Tres mauvais,94.2,1017.4,34.0,5.0
21254,2022-09-17,2022,9,Sep,North America,United States,Los Angeles,5.5,65.0,50.0,46.5,11.643896103896102,24.1,65.0,Modere,91.0,1011.4,26.1,4.1
21255,2022-09-17,2022,9,Sep,Africa,South Africa,Johannesburg,42.7,186.0,119.0,31.0,14.4,28.3,186.0,Mauvais,65.3,1013.6,28.4,6.0
21256,2022-09-18,2022,9,Sep,South America,Brazil,São Paulo,8.2,107.0,74.0,41.1,4.6,32.5,107.0,Malsain,100.0,1025.2,22.0,11.6
21257,2022-09-18,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,9.675977653631286,50.0,51.20213675213675,37.02302325581395,10.381989247311829,21.25363247863248,51.20213675213675,Modere,100.0,1014.0,28.0,7.2
21258,2022-09-18,2022,9,Sep,South America,Chile,Santiago,10.5,139.0,115.0,25.6,4.0,15.6,139.0,Malsain,87.0,1022.0,13.0,7.2
21259,2022-09-18,2022,9,Sep,Asia,China,Beijing,9.1,159.0,88.0,51.3,1.6,44.4,159.0,Mauvais,97.0,1015.0,30.0,5.1
21260,2022-09-18,2022,9,Sep,Europe,France,Paris,9.675977653631286,56.0,28.0,33.0,10.381989247311829,33.4,56.0,Modere,90.0,1022.3,20.4,7.0
21261,2022-09-18,2022,9,Sep,Europe,United Kingdom,London,3.2,57.0,29.0,27.4,1.1,26.6,57.0,Modere,87.4,1019.7,23.65,9.8
21262,2022-09-18,2022,9,Sep,Africa,Ghana,Accra,9.675977653631286,72.0,51.20213675213675,37.02302325581395,10.381989247311829,21.25363247863248,72.0,Modere,94.0,1014.0,27.0,8.7
21263,2022-09-18,2022,9,Sep,Asia,India,Delhi,36.0,235.0,322.0,97.3,61.7,42.5,444.0,Dangereux,99.6,1008.0,37.8,7.3
21264,2022-09-18,2022,9,Sep,Europe,Italy,Milan,0.1,25.0,11.0,35.4,4.1,23.4,35.4,Bon,81.89261811023621,1015.0,24.0,7.8
21265,2022-09-18,2022,9,Sep,Asia,Japan,Tokyo,10.0,78.0,51.0,24.1,10.0,22.3,78.0,Modere,100.0,1015.6,30.0,7.0
21266,2022-09-18,2022,9,Sep,North America,United States,Los Angeles,3.2,63.0,29.0,37.6,10.381989247311829,17.6,63.0,Modere,83.0,1011.2,24.8,5.3
21267,2022-09-18,2022,9,Sep,Africa,South Africa,Johannesburg,39.7,172.0,131.0,32.7,28.3,23.0,172.0,Mauvais,69.1,1010.1,28.1,5.5
21268,2022-09-19,2022,9,Sep,South America,Brazil,São Paulo,14.5,155.0,66.0,79.9,6.6,80.9,155.0,Mauvais,93.0,1021.3,27.0,11.8
21269,2022-09-19,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,12.587430167597766,124.0,60.40665236051502,36.86557377049181,11.697097625329814,23.914439655172416,124.0,Malsain,100.0,1014.0,26.0,4.3
21270,2022-09-19,2022,9,Sep,South America,Chile,Santiago,11.3,97.0,55.0,32.8,4.3,23.6,97.0,Modere,81.0,1023.0,16.0,5.1
21271,2022-09-19,2022,9,Sep,Asia,China,Beijing,7.3,63.0,71.0,34.6,1.6,42.1,71.0,Modere,79.5,1020.0,27.5,4.6
21272,2022-09-19,2022,9,Sep,Europe,France,Paris,12.587430167597766,59.0,48.0,19.0,11.697097625329814,29.3,59.0,Modere,93.0,1024.4,21.3,7.0
21273,2022-09-19,2022,9,Sep,Europe,United Kingdom,London,2.2,90.0,66.0,26.7,0.6,24.6,90.0,Modere,98.25,1020.3,23.55,5.35
21274,2022-09-19,2022,9,Sep,Africa,Ghana,Accra,12.587430167597766,70.0,60.40665236051502,36.86557377049181,11.697097625329814,23.914439655172416,70.0,Modere,94.0,1014.0,26.0,9.2
21275,2022-09-19,2022,9,Sep,Asia,India,Delhi,44.0,346.0,322.0,177.5,62.6,105.9,346.0,Dangereux,100.0,1008.0,35.6,7.4
21276,2022-09-19,2022,9,Sep,Europe,Italy,Milan,0.1,55.0,19.0,35.4,5.85,38.9,55.0,Modere,88.0,1015.0,27.1,5.1
21277,2022-09-19,2022,9,Sep,Asia,Japan,Tokyo,25.65,109.0,97.5,22.4,7.2,39.9,183.0,Mauvais,100.0,1009.6,32.0,15.3
21278,2022-09-19,2022,9,Sep,North America,United States,Los Angeles,6.9,42.0,46.0,36.1,11.697097625329814,30.6,46.0,Bon,87.5,1012.2,26.2,7.0
21279,2022-09-19,2022,9,Sep,Africa,South Africa,Johannesburg,34.1,174.0,107.0,27.3,8.8,11.9,174.0,Mauvais,57.0,1007.8,28.4,6.7
21280,2022-09-20,2022,9,Sep,South America,Brazil,São Paulo,13.6,158.0,59.0,60.4,4.6,51.4,158.0,Mauvais,100.0,1018.3,28.0,8.8
21281,2022-09-20,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,10.012261580381471,78.0,56.58459915611814,35.361200923787536,11.188860103626943,25.505496828752644,78.0,Modere,100.0,1013.0,27.0,5.6
21282,2022-09-20,2022,9,Sep,South America,Chile,Santiago,8.8,70.0,52.0,24.1,3.8,25.4,70.0,Modere,81.0,1026.0,12.0,7.2
21283,2022-09-20,2022,9,Sep,Asia,China,Beijing,3.7,63.0,61.0,37.0,1.6,26.1,63.0,Modere,71.0,1021.5,25.5,2.5
21284,2022-09-20,2022,9,Sep,Europe,France,Paris,10.012261580381471,179.0,74.0,21.8,11.188860103626943,41.7,193.0,Mauvais,90.0,1026.2,18.3,3.3
21285,2022-09-20,2022,9,Sep,Europe,United Kingdom,London,4.3,110.0,81.0,26.3,1.1,39.8,110.0,Malsain,97.5,1022.35,24.25,5.55
21286,2022-09-20,2022,9,Sep,Africa,Ghana,Accra,10.012261580381471,61.0,56.58459915611814,35.361200923787536,11.188860103626943,25.505496828752644,61.0,Modere,94.0,1014.0,26.0,7.2
21287,2022-09-20,2022,9,Sep,Asia,India,Delhi,40.6,198.0,322.0,125.2,36.0,47.8,322.0,Dangereux,99.6,1008.0,37.6,7.1
21288,2022-09-20,2022,9,Sep,Europe,Italy,Milan,0.1,46.0,20.0,38.6,4.1,36.2,46.0,Bon,81.89261811023621,1018.4,25.0,5.0
21289,2022-09-20,2022,9,Sep,Asia,Japan,Tokyo,14.5,76.0,75.0,28.1,4.3,42.6,76.0,Modere,100.0,1011.2,30.0,17.1
21290,2022-09-20,2022,9,Sep,North America,United States,Los Angeles,5.4,52.0,21.0,25.6,11.188860103626943,27.8,52.0,Modere,91.3,1013.6,27.2,9.0
21291,2022-09-20,2022,9,Sep,Africa,South Africa,Johannesburg,14.3,152.0,106.0,20.1,19.8,10.8,152.0,Mauvais,99.8,1013.0,23.9,4.7
21292,2022-09-21,2022,9,Sep,South America,Brazil,São Paulo,13.6,157.0,68.0,59.7,4.1,64.3,157.0,Mauvais,96.7,1018.7,23.0,8.3
21293,2022-09-21,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,11.385135135135137,76.0,59.66342494714588,38.328082191780815,11.309511568123392,26.00593220338983,76.0,Modere,100.0,1015.0,28.0,5.1
21294,2022-09-21,2022,9,Sep,South America,Chile,Santiago,99.1,99.0,88.0,30.4,5.9,46.3,259.3,Tres mauvais,86.0,1027.0233870967743,15.0,5.6
21295,2022-09-21,2022,9,Sep,Asia,China,Beijing,7.3,114.0,81.0,64.9,3.6,33.0,114.0,Malsain,93.0,1016.0,27.0,6.1
21296,2022-09-21,2022,9,Sep,Europe,France,Paris,11.385135135135137,70.0,47.0,33.4,11.309511568123392,44.5,70.0,Modere,96.5,1026.2,20.0,6.0
21297,2022-09-21,2022,9,Sep,Europe,United Kingdom,London,5.1,164.0,116.5,28.9,3.7,46.7,164.0,Mauvais,93.0,1020.7,23.55,5.3
21298,2022-09-21,2022,9,Sep,Africa,Ghana,Accra,11.385135135135137,82.0,59.66342494714588,38.328082191780815,11.309511568123392,26.00593220338983,82.0,Modere,94.0,1015.0,28.0,6.1
21299,2022-09-21,2022,9,Sep,Asia,India,Delhi,30.7,223.0,322.0,120.2,28.8,105.7,425.0,Dangereux,100.0,1008.0,37.5,8.0
21300,2022-09-21,2022,9,Sep,Europe,Italy,Milan,0.1,46.0,20.0,32.1,2.6,26.1,46.0,Bon,83.6,1022.0,21.0,7.1
21301,2022-09-21,2022,9,Sep,Asia,Japan,Tokyo,11.2,87.0,40.0,36.1,2.9,38.9,87.0,Modere,99.0,1021.3,27.8,8.7
21302,2022-09-21,2022,9,Sep,North America,United States,Los Angeles,6.0,64.0,24.0,31.2,11.309511568123392,34.3,64.0,Modere,90.5,1014.6,27.2,9.2
21303,2022-09-21,2022,9,Sep,Africa,South Africa,Johannesburg,12.5,170.0,70.0,21.3,17.2,15.1,170.0,Mauvais,99.4,1015.9,22.8,5.5
21304,2022-09-22,2022,9,Sep,South America,Brazil,São Paulo,15.4,134.0,90.0,39.4,4.1,50.4,134.0,Malsain,100.0,1015.7,25.0,7.8
21305,2022-09-22,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,11.900806451612905,119.0,66.7981288981289,37.61931818181818,11.191538461538464,27.09597457627119,119.0,Malsain,100.0,1015.0,27.5,4.8
21306,2022-09-22,2022,9,Sep,South America,Chile,Santiago,23.5,139.0,106.0,34.4,23.9,125.55,139.0,Malsain,74.0,1027.0,22.0,5.1
21307,2022-09-22,2022,9,Sep,Asia,China,Beijing,6.4,151.0,192.0,36.6,2.1,35.2,192.0,Mauvais,90.5,1018.0,28.0,9.375263618363494
21308,2022-09-22,2022,9,Sep,Europe,France,Paris,11.900806451612905,122.0,93.0,37.9,11.191538461538464,63.0,122.0,Malsain,90.0,1024.0,21.8,2.5
21309,2022-09-22,2022,9,Sep,Europe,United Kingdom,London,3.3,104.0,71.0,33.1,3.2,56.0,104.0,Malsain,90.85,1021.85,19.65,7.399999999999999
21310,2022-09-22,2022,9,Sep,Africa,Ghana,Accra,11.900806451612905,82.0,66.7981288981289,37.61931818181818,11.191538461538464,27.09597457627119,82.0,Modere,94.0,1015.0,29.0,6.6
21311,2022-09-22,2022,9,Sep,Asia,India,Delhi,69.0,267.0,322.0,138.7,62.7,112.7,322.0,Dangereux,100.0,1007.0,31.2,7.2
21312,2022-09-22,2022,9,Sep,Europe,Italy,Milan,0.1,42.0,21.0,36.6,2.6,38.9,42.0,Bon,81.89261811023621,1022.0,21.8,5.4
21313,2022-09-22,2022,9,Sep,Asia,Japan,Tokyo,15.6,109.0,35.0,38.4,4.3,39.9,109.0,Malsain,98.0,1024.0,29.0,7.7
21314,2022-09-22,2022,9,Sep,North America,United States,Los Angeles,7.5,71.0,35.0,48.8,11.191538461538464,51.1,71.0,Modere,93.0,1014.8,30.7,6.8
21315,2022-09-22,2022,9,Sep,Africa,South Africa,Johannesburg,17.4,163.0,110.0,24.4,20.8,19.1,163.0,Mauvais,99.9,1017.2,25.7,4.2
21316,2022-09-23,2022,9,Sep,South America,Brazil,São Paulo,12.7,142.0,53.0,38.2,4.6,51.4,142.0,Malsain,93.0,1022.7,24.0,12.0
21317,2022-09-23,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,11.571866295264623,68.0,59.01879049676026,38.80521541950113,9.99892761394102,26.965584415584416,68.0,Modere,100.0,1014.0,27.5,5.4
21318,2022-09-23,2022,9,Sep,South America,Chile,Santiago,22.3,124.0,118.0,34.4,3.9,55.6,124.0,Malsain,71.0,1019.0,20.0,5.6
21319,2022-09-23,2022,9,Sep,Asia,China,Beijing,6.4,60.5,53.0,31.7,2.1,27.9,59.0,Modere,58.0,1020.0,26.0,9.375263618363494
21320,2022-09-23,2022,9,Sep,Europe,France,Paris,11.571866295264623,106.0,99.0,33.9,9.99892761394102,63.9,106.0,Malsain,100.0,1018.3,21.0,2.0
21321,2022-09-23,2022,9,Sep,Europe,United Kingdom,London,2.7,100.0,33.0,28.0,2.5,38.0,100.0,Modere,93.7,1020.6,17.45,5.75
21322,2022-09-23,2022,9,Sep,Africa,Ghana,Accra,11.571866295264623,74.0,59.01879049676026,38.80521541950113,9.99892761394102,26.965584415584416,74.0,Modere,94.0,1013.0,29.0,7.2
21323,2022-09-23,2022,9,Sep,Asia,India,Delhi,33.3,173.0,322.0,62.8,62.0,106.0,173.0,Mauvais,100.0,1006.0,31.9,9.7
21324,2022-09-23,2022,9,Sep,Europe,Italy,Milan,0.1,61.0,27.0,37.8,2.1,32.0,61.0,Modere,81.89261811023621,1022.0,22.9,4.7
21325,2022-09-23,2022,9,Sep,Asia,Japan,Tokyo,7.8,153.0,62.0,32.8,2.9,34.3,153.0,Mauvais,100.0,1019.5,31.0,6.9
21326,2022-09-23,2022,9,Sep,North America,United States,Los Angeles,9.3,80.0,45.0,64.8,1.5,60.9,80.0,Modere,93.5,1015.8,31.8,5.4
21327,2022-09-23,2022,9,Sep,Africa,South Africa,Johannesburg,29.7,190.0,161.0,32.5,22.9,42.3,190.0,Mauvais,78.9,1014.9,33.3,3.5
21328,2022-09-24,2022,9,Sep,South America,Brazil,São Paulo,9.1,174.0,82.0,57.8,9.7,46.2,174.0,Mauvais,93.0,1024.4,21.0,10.1
21329,2022-09-24,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,7.83679775280899,85.0,59.06774891774892,37.54132420091324,9.97620320855615,23.642857142857142,85.0,Modere,100.0,1014.0,28.0,5.9
21330,2022-09-24,2022,9,Sep,South America,Chile,Santiago,15.3,129.0,71.0,15.2,2.9,34.8,129.0,Malsain,100.0,1022.0,12.0,5.6
21331,2022-09-24,2022,9,Sep,Asia,China,Beijing,7.3,127.0,94.0,51.9,4.6,30.7,127.0,Malsain,90.0,1018.5,28.0,4.6
21332,2022-09-24,2022,9,Sep,Europe,France,Paris,7.83679775280899,67.0,37.0,30.2,9.97620320855615,38.3,67.0,Modere,100.0,1015.0,18.0,6.5
21333,2022-09-24,2022,9,Sep,Europe,United Kingdom,London,2.0,151.0,36.0,25.2,1.3,27.9,151.0,Mauvais,95.4,1020.6,18.05,6.6
21334,2022-09-24,2022,9,Sep,Africa,Ghana,Accra,7.83679775280899,72.0,59.06774891774892,37.54132420091324,9.97620320855615,23.642857142857142,72.0,Modere,88.0,1014.0,30.0,6.6
21335,2022-09-24,2022,9,Sep,Asia,India,Delhi,75.3,163.0,322.0,59.7,25.4,49.2,322.0,Dangereux,100.0,1004.0,31.2,12.8
21336,2022-09-24,2022,9,Sep,Europe,Italy,Milan,0.1,70.0,27.0,25.6,2.1,31.1,70.0,Modere,100.0,1018.0,18.3,3.8
21337,2022-09-24,2022,9,Sep,Asia,Japan,Tokyo,14.5,72.0,45.0,27.2,4.3,30.6,72.0,Modere,100.0,1013.4,37.0,8.2
21338,2022-09-24,2022,9,Sep,North America,United States,Los Angeles,9.9,71.0,33.0,62.2,1.5,38.9,71.0,Modere,92.0,1017.5,31.6,7.0
21339,2022-09-24,2022,9,Sep,Africa,South Africa,Johannesburg,21.8,174.0,272.0,27.1,7.1,28.8,409.0,Dangereux,82.0,860.9,32.5,6.3
21340,2022-09-25,2022,9,Sep,South America,Brazil,São Paulo,9.1,159.0,58.0,52.6,8.2,44.4,159.0,Mauvais,100.0,1024.6,23.0,12.0
21341,2022-09-25,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,8.582905982905984,53.0,54.51691973969631,40.03050458715596,10.6489010989011,22.873951434878585,54.51691973969631,Modere,100.0,1013.5,28.0,6.1
21342,2022-09-25,2022,9,Sep,South America,Chile,Santiago,9.6,70.0,44.0,37.6,4.5,31.5,70.0,Modere,93.0,1022.0,19.0,6.1
21343,2022-09-25,2022,9,Sep,Asia,China,Beijing,13.6,171.0,106.0,97.5,4.6,60.6,171.0,Mauvais,96.5,1015.0,26.0,3.0
21344,2022-09-25,2022,9,Sep,Europe,France,Paris,8.582905982905984,56.0,27.0,29.9,10.6489010989011,29.9,56.0,Modere,88.0,1016.6,19.5,8.0
21345,2022-09-25,2022,9,Sep,Europe,United Kingdom,London,4.4,92.0,37.0,29.0,1.4,35.4,92.0,Modere,97.0,1013.9,17.6,6.5
21346,2022-09-25,2022,9,Sep,Africa,Ghana,Accra,8.582905982905984,74.0,54.51691973969631,40.03050458715596,10.6489010989011,22.873951434878585,74.0,Modere,94.0,1013.0,29.0,9.2
21347,2022-09-25,2022,9,Sep,Asia,India,Delhi,44.0,184.0,322.0,67.6,26.3,98.0,184.0,Mauvais,100.0,1009.0,33.5,8.7
21348,2022-09-25,2022,9,Sep,Europe,Italy,Milan,0.1,65.0,23.0,31.3,2.1,21.1,65.0,Modere,100.0,1015.0,18.8,3.8
21349,2022-09-25,2022,9,Sep,Asia,Japan,Tokyo,5.6,124.0,47.0,49.6,5.8,28.8,124.0,Malsain,99.0,1018.7,32.8,7.1
21350,2022-09-25,2022,9,Sep,North America,United States,Los Angeles,9.6,70.0,38.0,47.2,1.5,30.6,70.0,Modere,92.5,1017.3,31.8,9.2
21351,2022-09-25,2022,9,Sep,Africa,South Africa,Johannesburg,22.1,157.0,136.0,24.3,22.1,25.7,157.0,Mauvais,73.1,859.5,30.8,10.0
21352,2022-09-26,2022,9,Sep,South America,Brazil,São Paulo,25.3,93.0,69.0,32.1,3.1,43.5,93.0,Modere,100.0,1024.4,17.0,8.1
21353,2022-09-26,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,10.108839779005525,114.0,60.81051502145923,40.4334085778781,11.466149870801033,27.574034334763947,114.0,Malsain,100.0,1014.0,27.0,6.6
21354,2022-09-26,2022,9,Sep,South America,Chile,Santiago,10.2,165.0,86.0,32.8,23.9,38.2,165.0,Mauvais,87.0,1020.0,19.0,5.6
21355,2022-09-26,2022,9,Sep,Asia,China,Beijing,14.5,185.0,117.0,120.1,6.6,63.2,185.0,Mauvais,100.0,1017.0,28.0,2.5
21356,2022-09-26,2022,9,Sep,Europe,France,Paris,10.108839779005525,58.0,88.0,24.4,11.466149870801033,28.2,88.0,Modere,96.5,1015.0,15.0,9.2
21357,2022-09-26,2022,9,Sep,Europe,United Kingdom,London,2.9,114.0,43.0,27.0,1.9,28.2,114.0,Malsain,95.75,1008.3,14.95,10.2
21358,2022-09-26,2022,9,Sep,Africa,Ghana,Accra,10.108839779005525,76.0,60.81051502145923,40.4334085778781,11.466149870801033,27.574034334763947,76.0,Modere,94.2,1015.0,28.6,7.2
21359,2022-09-26,2022,9,Sep,Asia,India,Delhi,32.2,228.0,322.0,87.7,39.8,119.2,273.0,Tres mauvais,100.0,1012.0,34.4,7.8
21360,2022-09-26,2022,9,Sep,Europe,Italy,Milan,0.1,50.0,19.0,34.6,2.1,29.8,50.0,Bon,100.0,1010.0,22.5,4.7
21361,2022-09-26,2022,9,Sep,Asia,Japan,Tokyo,14.5,160.0,43.0,81.5,10.0,69.6,160.0,Mauvais,99.0,1018.5,36.2,5.5
21362,2022-09-26,2022,9,Sep,North America,United States,Los Angeles,10.2,71.0,54.0,57.1,1.5,51.1,71.0,Modere,92.0,1014.6,31.9,7.1
21363,2022-09-26,2022,9,Sep,Africa,South Africa,Johannesburg,23.5,218.0,113.0,29.5,7.7,25.7,218.0,Tres mauvais,68.1,858.6,33.3,5.3
21364,2022-09-27,2022,9,Sep,South America,Brazil,São Paulo,19.9,167.0,59.0,85.8,5.6,67.5,167.0,Mauvais,100.0,1022.3,25.0,9.7
21365,2022-09-27,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,10.843093922651931,55.0,59.56852248394004,39.74629213483146,10.995584415584416,27.174034334763945,59.56852248394004,Modere,100.0,1015.0,27.5,5.9
21366,2022-09-27,2022,9,Sep,South America,Chile,Santiago,21.6,117.0,99.0,42.4,3.0,37.9,117.0,Malsain,93.0,1019.0,23.0,6.1
21367,2022-09-27,2022,9,Sep,Asia,China,Beijing,11.8,200.0,134.0,116.1,5.1,68.6,200.0,Mauvais,100.0,1017.0,30.0,4.1
21368,2022-09-27,2022,9,Sep,Europe,France,Paris,10.843093922651931,70.0,43.0,25.2,10.995584415584416,36.2,70.0,Modere,93.0,1009.25,15.0,7.6
21369,2022-09-27,2022,9,Sep,Europe,United Kingdom,London,5.1,71.0,38.0,25.1,2.9,34.1,71.0,Modere,98.25,1010.8,13.85,8.6
21370,2022-09-27,2022,9,Sep,Africa,Ghana,Accra,10.843093922651931,72.0,59.56852248394004,39.74629213483146,10.995584415584416,27.174034334763945,72.0,Modere,94.1,1014.0,29.9,7.2
21371,2022-09-27,2022,9,Sep,Asia,India,Delhi,42.3,285.0,322.0,92.9,62.3,84.8,322.0,Dangereux,100.0,1010.0,36.6,7.4
21372,2022-09-27,2022,9,Sep,Europe,Italy,Milan,0.1,53.0,20.0,36.2,1.6,35.7,53.0,Modere,100.0,1005.328125,23.0,4.7
21373,2022-09-27,2022,9,Sep,Asia,Japan,Tokyo,25.65,142.0,34.0,67.4,10.0,60.9,142.0,Malsain,97.0,1017.6,33.7,8.2
21374,2022-09-27,2022,9,Sep,North America,United States,Los Angeles,12.4,78.0,60.0,69.9,1.5,62.0,78.0,Modere,92.2,1013.2,33.5,6.5
21375,2022-09-27,2022,9,Sep,Africa,South Africa,Johannesburg,21.9,168.0,140.0,39.075,42.95,34.1,168.0,Mauvais,63.1,862.2,40.45,5.5
21376,2022-09-28,2022,9,Sep,South America,Brazil,São Paulo,14.5,80.0,60.0,29.7,3.6,52.0,80.0,Modere,100.0,1025.2,17.0,12.6
21377,2022-09-28,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,10.988919667590029,61.0,62.14025974025974,37.61801801801802,10.897150259067358,26.42813852813853,62.14025974025974,Modere,100.0,1014.0,27.0,5.1
21378,2022-09-28,2022,9,Sep,South America,Chile,Santiago,21.9,114.0,102.0,40.0,3.6,43.7,114.0,Malsain,87.0,1019.0,22.0,6.6
21379,2022-09-28,2022,9,Sep,Asia,China,Beijing,13.6,180.0,118.0,115.1,4.6,61.6,180.0,Mauvais,100.0,1013.0,28.5,3.0
21380,2022-09-28,2022,9,Sep,Europe,France,Paris,10.988919667590029,70.0,43.0,26.5,10.897150259067358,38.3,70.0,Modere,100.0,1009.25,15.5,4.6
21381,2022-09-28,2022,9,Sep,Europe,United Kingdom,London,7.4,82.0,91.0,19.9,3.6,46.5,91.0,Modere,97.5,1016.45,14.55,6.449999999999999
21382,2022-09-28,2022,9,Sep,Africa,Ghana,Accra,10.988919667590029,63.0,62.14025974025974,37.61801801801802,10.897150259067358,26.42813852813853,63.0,Modere,100.0,1014.0,26.0,8.2
21383,2022-09-28,2022,9,Sep,Asia,India,Delhi,58.9,265.0,322.0,95.1,55.3,101.8,322.0,Dangereux,99.6,1009.0,39.7,7.6
21384,2022-09-28,2022,9,Sep,Europe,Italy,Milan,0.1,55.0,26.0,21.2,2.1,37.1,55.0,Modere,94.7,1005.328125,19.0,5.3
21385,2022-09-28,2022,9,Sep,Asia,Japan,Tokyo,11.2,134.0,35.0,63.5,10.0,62.0,134.0,Malsain,92.0,1014.3,35.2,6.9
21386,2022-09-28,2022,9,Sep,North America,United States,Los Angeles,14.6,93.0,66.0,70.0,1.5,47.3,93.0,Modere,94.0,1016.6,33.1,4.5
21387,2022-09-28,2022,9,Sep,Africa,South Africa,Johannesburg,17.0,218.0,137.0,27.7,8.8,20.7,218.0,Tres mauvais,68.0,863.3,30.5,7.6
21388,2022-09-29,2022,9,Sep,South America,Brazil,São Paulo,14.5,78.0,50.0,28.1,3.6,44.4,78.0,Modere,100.0,1025.4,17.0,10.0
21389,2022-09-29,2022,9,Sep,Africa,Côte d'Ivoire,Abidjan,11.151111111111112,61.0,57.75450643776824,38.64514672686231,10.535248041775455,27.971827956989248,61.0,Modere,100.0,1014.0,28.0,5.1
21390,2022-09-29,2022,9,Sep,South America,Chile,Santiago,12.9,151.0,106.0,44.0,2.6,50.0,151.0,Mauvais,100.0,1020.0,20.0,8.2
21391,2022-09-29,2022,9,Sep,Asia,China,Beijing,13.6,181.0,120.0,124.6,5.1,58.9,181.0,Mauvais,100.0,1012.0,30.0,2.5
