,Date,year,month,month_label,Continent_name,Country_name,City,co,pm25,pm10,o3,so2,no2,aqi,aqi_Category,humidity,pressure,temperature,wind
0,2014-12-29,2014,12,Dec,South America,Brazil,São Paulo,19.0,107.0,91.0,41.9,14.35,71.8,107.0,Malsain,96.13071895424837,1019.1882352941176,28.85882352941176,9.55751633986928
1,2014-12-29,2014,12,Dec,South America,Chile,Santiago,27.8,70.0,56.0,54.5,16.9,24.2,70.0,Modere,72.50409836065573,1023.9155737704917,32.41885245901639,8.813934426229508
2,2014-12-29,2014,12,Dec,Asia,China,Beijing,42.85000000000001,173.0,110.0,39.5,35.35,99.30000000000001,173.0,Mauvais,71.20731707317073,1031.8130081300812,3.772357723577236,5.572357723577236
3,2014-12-29,2014,12,Dec,Europe,France,Paris,10.9,154.0,71.0,10.6,9.2,80.4,154.0,Mauvais,97.62540983606557,1019.1647540983607,14.261475409836066,9.255737704918033
4,2014-12-29,2014,12,Dec,Europe,United Kingdom,London,12.7,121.0,51.0,15.0,7.9,65.1,121.0,Malsain,95.0202614379085,1015.6885620915033,6.897712418300653,8.276143790849673
5,2014-12-29,2014,12,Dec,Asia,India,Delhi,92.0,329.0,322.0,87.4,21.2,108.3,329.0,Dangereux,100.8088,1028.4304,34.2816,14.9848
6,2014-12-29,2014,12,Dec,Europe,Italy,Milan,0.1,104.0,44.0,17.5,2.6,52.5,104.0,Malsain,99.21803278688525,1018.7819672131147,8.537704918032786,3.6434426229508197
7,2014-12-29,2014,12,Dec,Asia,Japan,Tokyo,18.9,151.0,54.0,18.4,5.8,50.1,151.0,Mauvais,86.72439024390245,1021.9121951219512,15.829268292682928,13.539837398373985
8,2014-12-29,2014,12,Dec,North America,United States,Los Angeles,16.7,117.0,48.0,9.199999999999996,27.06357388316152,33.4,117.0,Malsain,89.8795081967213,1021.8081967213116,27.0844262295082,5.445901639344262
9,2014-12-30,2014,12,Dec,South America,Brazil,São Paulo,14.5,132.0,83.0,51.3,7.6,91.1,132.0,Malsain,96.13071895424837,1019.1882352941176,28.85882352941176,9.55751633986928
10,2014-12-30,2014,12,Dec,South America,Chile,Santiago,27.8,115.0,61.0,51.4,23.9,36.1,115.0,Malsain,72.50409836065573,1023.9155737704917,32.41885245901639,8.813934426229508
11,2014-12-30,2014,12,Dec,Asia,China,Beijing,42.85000000000001,304.5,249.0,32.4,35.35,76.5,384.0,Dangereux,71.20731707317073,1031.8130081300812,3.772357723577236,5.572357723577236
12,2014-12-30,2014,12,Dec,Europe,France,Paris,11.8,163.0,68.0,19.9,6.6,78.8,163.0,Mauvais,97.62540983606557,1019.1647540983607,14.261475409836066,9.255737704918033
13,2014-12-30,2014,12,Dec,Europe,United Kingdom,London,14.9,125.0,51.0,11.050000000000002,10.0,81.1,125.0,Malsain,95.0202614379085,1015.6885620915033,6.897712418300653,8.276143790849673
14,2014-12-30,2014,12,Dec,Asia,India,Delhi,65.2,329.0,322.0,81.1,28.1,110.7,329.0,Dangereux,100.8088,1028.4304,34.2816,14.9848
15,2014-12-30,2014,12,Dec,Asia,Japan,Tokyo,25.65,149.0,53.0,36.1,28.6,74.0,149.0,Malsain,86.72439024390245,1021.9121951219512,15.829268292682928,13.539837398373985
16,2014-12-30,2014,12,Dec,North America,United States,Los Angeles,16.7,107.0,61.0,27.2,27.2,33.4,107.0,Malsain,89.8795081967213,1021.8081967213116,27.0844262295082,5.445901639344262
17,2014-12-31,2014,12,Dec,South America,Brazil,São Paulo,20.8,139.0,73.0,45.5,7.6,91.1,139.0,Malsain,96.13071895424837,1019.1882352941176,28.85882352941176,9.55751633986928
18,2014-12-31,2014,12,Dec,South America,Chile,Santiago,28.1,86.0,53.0,48.0,4.9,20.3,86.0,Modere,72.50409836065573,1023.9155737704917,32.41885245901639,8.813934426229508
19,2014-12-31,2014,12,Dec,Asia,China,Beijing,14.5,124.0,145.0,32.5,11.2,26.1,145.0,Malsain,71.20731707317073,1031.8130081300812,3.772357723577236,5.572357723577236
20,2014-12-31,2014,12,Dec,Europe,France,Paris,22.6,179.0,121.0,27.3,11.2,103.15000000000002,244.0,Tres mauvais,97.62540983606557,1019.1647540983607,14.261475409836066,9.255737704918033
21,2014-12-31,2014,12,Dec,Europe,United Kingdom,London,14.8,151.0,53.0,21.3,7.7,71.1,151.0,Mauvais,95.0202614379085,1015.6885620915033,6.897712418300653,8.276143790849673
22,2014-12-31,2014,12,Dec,Asia,India,Delhi,86.4,329.0,322.0,50.3,27.7,117.5,329.0,Dangereux,100.8088,1028.4304,34.2816,14.9848
23,2014-12-31,2014,12,Dec,Europe,Italy,Milan,0.1,95.0,38.0,13.5,2.6,30.7,95.0,Modere,99.21803278688525,1018.7819672131147,8.537704918032786,3.6434426229508197
24,2014-12-31,2014,12,Dec,Asia,Japan,Tokyo,23.4,158.0,63.0,41.6,28.6,92.4,158.0,Mauvais,86.72439024390245,1021.9121951219512,15.829268292682928,13.539837398373985
25,2014-12-31,2014,12,Dec,North America,United States,Los Angeles,13.4,46.0,35.0,34.4,24.388698630136982,25.1,46.0,Bon,89.8795081967213,1021.8081967213116,27.0844262295082,5.445901639344262
26,2015-01-01,2015,1,Jan,South America,Brazil,São Paulo,21.7,205.0,134.0,36.2,4.6,23.4,205.0,Tres mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
27,2015-01-01,2015,1,Jan,South America,Chile,Santiago,28.0,79.0,44.0,43.4,12.7,19.4,79.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
28,2015-01-01,2015,1,Jan,Asia,China,Beijing,41.6,246.0,122.0,31.3,35.35,53.6,246.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
29,2015-01-01,2015,1,Jan,Europe,France,Paris,22.6,179.0,129.5,19.1,3.6,90.1,257.0,Tres mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
30,2015-01-01,2015,1,Jan,Europe,United Kingdom,London,3.7,116.0,45.0,26.5,4.1,30.9,116.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
31,2015-01-01,2015,1,Jan,Asia,India,Delhi,101.6,329.0,322.0,27.6,52.0,123.2,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
32,2015-01-01,2015,1,Jan,Europe,Italy,Milan,0.1,155.0,65.0,9.0,3.1,34.8,155.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
33,2015-01-01,2015,1,Jan,Asia,Japan,Tokyo,8.9,124.0,32.0,35.2,4.3,34.3,124.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
34,2015-01-01,2015,1,Jan,North America,United States,Los Angeles,17.8,150.0,71.0,9.199999999999996,20.374181818181818,33.4,184.0,Mauvais,69.2344,1021.2216,15.9,3.9488
35,2015-01-02,2015,1,Jan,South America,Brazil,São Paulo,11.8,102.0,77.0,39.0,1.6,39.8,102.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
36,2015-01-02,2015,1,Jan,South America,Chile,Santiago,28.1,75.0,42.0,60.2,7.0,30.3,75.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
37,2015-01-02,2015,1,Jan,Asia,China,Beijing,42.85000000000001,263.0,148.0,26.9,35.35,56.3,263.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
38,2015-01-02,2015,1,Jan,Europe,France,Paris,15.4,164.0,73.0,17.9,2.6,101.7,164.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
39,2015-01-02,2015,1,Jan,Europe,United Kingdom,London,9.7,85.0,37.0,29.4,6.4,57.5,85.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
40,2015-01-02,2015,1,Jan,Asia,India,Delhi,66.8,329.0,322.0,66.1,13.5,123.8,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
41,2015-01-02,2015,1,Jan,Europe,Italy,Milan,0.1,160.0,69.0,8.2,3.1,42.1,160.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
42,2015-01-02,2015,1,Jan,Asia,Japan,Tokyo,16.7,117.0,33.0,32.0,18.6,49.1,117.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
43,2015-01-02,2015,1,Jan,North America,United States,Los Angeles,16.7,150.0,47.0,9.199999999999996,22.47843866171004,33.4,153.0,Mauvais,69.2344,1021.2216,15.9,3.9488
44,2015-01-03,2015,1,Jan,South America,Brazil,São Paulo,10.0,134.0,70.0,69.5,4.1,37.5,134.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
45,2015-01-03,2015,1,Jan,South America,Chile,Santiago,30.0,79.0,52.0,73.8,11.3,29.3,79.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
46,2015-01-03,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,16.3,35.35,99.30000000000001,427.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
47,2015-01-03,2015,1,Jan,Europe,France,Paris,17.2,162.0,71.0,18.7,1.6,85.2,162.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
48,2015-01-03,2015,1,Jan,Europe,United Kingdom,London,6.9,82.0,40.0,26.2,4.8,52.8,82.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
49,2015-01-03,2015,1,Jan,Asia,India,Delhi,40.7,274.0,322.0,14.9,12.6,61.0,274.0,Tres mauvais,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
50,2015-01-03,2015,1,Jan,Europe,Italy,Milan,0.1,158.0,65.0,5.7,3.1,52.0,158.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
51,2015-01-03,2015,1,Jan,Asia,Japan,Tokyo,20.0,91.0,30.0,33.6,8.6,50.1,91.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
52,2015-01-03,2015,1,Jan,North America,United States,Los Angeles,17.8,142.0,52.0,9.199999999999996,24.226408450704223,33.4,142.0,Malsain,69.2344,1021.2216,15.9,3.9488
53,2015-01-04,2015,1,Jan,South America,Brazil,São Paulo,10.0,129.0,108.0,48.4,7.6,45.7,129.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
54,2015-01-04,2015,1,Jan,South America,Chile,Santiago,28.8,87.0,58.0,88.9,11.7,24.5,88.9,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
55,2015-01-04,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,22.8,35.35,96.0,494.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
56,2015-01-04,2015,1,Jan,Europe,France,Paris,10.9,156.0,62.0,25.6,4.1,71.8,156.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
57,2015-01-04,2015,1,Jan,Europe,United Kingdom,London,9.4,100.0,43.0,11.050000000000002,6.4,53.0,100.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
58,2015-01-04,2015,1,Jan,Asia,India,Delhi,24.0,288.0,322.0,49.4,9.4,46.8,288.0,Tres mauvais,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
59,2015-01-04,2015,1,Jan,Europe,Italy,Milan,0.1,117.0,46.0,30.5,3.1,55.2,117.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
60,2015-01-04,2015,1,Jan,Asia,Japan,Tokyo,25.65,193.0,58.0,31.2,24.3,71.8,193.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
61,2015-01-04,2015,1,Jan,North America,United States,Los Angeles,18.9,150.0,53.0,9.199999999999996,25.06187050359712,35.2,155.0,Mauvais,69.2344,1021.2216,15.9,3.9488
62,2015-01-05,2015,1,Jan,South America,Brazil,São Paulo,17.2,155.0,103.0,67.5,13.7,42.5,155.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
63,2015-01-05,2015,1,Jan,South America,Chile,Santiago,28.2,82.0,56.0,57.0,12.4,25.5,82.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
64,2015-01-05,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,110.0,40.7,35.35,80.4,423.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
65,2015-01-05,2015,1,Jan,Europe,France,Paris,11.8,163.0,61.0,6.5,2.1,93.8,163.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
66,2015-01-05,2015,1,Jan,Europe,United Kingdom,London,11.6,91.0,41.0,23.9,8.7,69.3,91.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
67,2015-01-05,2015,1,Jan,Asia,India,Delhi,29.4,239.0,322.0,67.6,20.8,74.8,322.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
68,2015-01-05,2015,1,Jan,Europe,Italy,Milan,0.1,74.0,28.0,30.5,2.6,51.4,74.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
69,2015-01-05,2015,1,Jan,Asia,Japan,Tokyo,25.65,162.0,51.0,37.6,21.5,76.1,162.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
70,2015-01-05,2015,1,Jan,North America,United States,Los Angeles,18.9,102.0,43.0,9.199999999999996,29.564561403508776,35.2,102.0,Malsain,69.2344,1021.2216,15.9,3.9488
71,2015-01-06,2015,1,Jan,South America,Brazil,São Paulo,19.9,152.0,84.0,80.6,14.35,42.5,152.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
72,2015-01-06,2015,1,Jan,South America,Chile,Santiago,28.4,80.0,60.0,79.9,11.3,32.2,80.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
73,2015-01-06,2015,1,Jan,Asia,China,Beijing,27.2,226.0,145.0,36.2,35.35,78.3,226.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
74,2015-01-06,2015,1,Jan,Europe,France,Paris,14.5,128.0,60.0,5.3,1.6,84.7,128.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
75,2015-01-06,2015,1,Jan,Europe,United Kingdom,London,12.7,69.0,30.0,27.1,7.5,56.6,69.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
76,2015-01-06,2015,1,Jan,Asia,India,Delhi,28.5,329.0,322.0,31.9,14.0,100.5,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
77,2015-01-06,2015,1,Jan,Europe,Italy,Milan,0.1,124.0,51.0,21.2,2.1,43.0,124.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
78,2015-01-06,2015,1,Jan,Asia,Japan,Tokyo,21.2,152.0,74.0,36.1,17.2,62.0,152.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
79,2015-01-06,2015,1,Jan,North America,United States,Los Angeles,17.8,97.0,43.0,9.199999999999996,24.61993127147766,35.2,97.0,Modere,69.2344,1021.2216,15.9,3.9488
80,2015-01-07,2015,1,Jan,South America,Brazil,São Paulo,21.7,162.0,113.0,91.6,14.35,53.0,162.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
81,2015-01-07,2015,1,Jan,South America,Chile,Santiago,28.2,84.0,58.0,55.5,5.0,25.4,84.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
82,2015-01-07,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,194.0,24.4,35.35,80.9,381.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
83,2015-01-07,2015,1,Jan,Europe,France,Paris,18.1,125.0,71.0,7.0,1.1,68.6,125.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
84,2015-01-07,2015,1,Jan,Europe,United Kingdom,London,10.3,63.0,31.0,27.4,8.3,59.4,63.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
85,2015-01-07,2015,1,Jan,Asia,India,Delhi,35.9,329.0,322.0,20.6,19.4,88.5,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
86,2015-01-07,2015,1,Jan,Europe,Italy,Milan,0.1,162.0,70.0,5.3,2.1,69.1,162.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
87,2015-01-07,2015,1,Jan,Asia,Japan,Tokyo,11.2,91.0,26.0,32.0,32.2,46.3,91.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
88,2015-01-07,2015,1,Jan,North America,United States,Los Angeles,18.9,95.0,51.0,9.199999999999996,36.38793748765249,37.1,95.0,Modere,69.2344,1021.2216,15.9,3.9488
89,2015-01-08,2015,1,Jan,South America,Brazil,São Paulo,19.0,129.0,156.5,81.9,9.2,54.1,199.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
90,2015-01-08,2015,1,Jan,South America,Chile,Santiago,28.9,79.0,61.0,67.2,6.0,34.0,79.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
91,2015-01-08,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,13.5,35.35,89.5,439.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
92,2015-01-08,2015,1,Jan,Europe,France,Paris,10.0,94.0,45.0,19.5,1.6,65.4,94.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
93,2015-01-08,2015,1,Jan,Europe,United Kingdom,London,13.1,78.0,44.0,30.0,7.9,73.2,78.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
94,2015-01-08,2015,1,Jan,Asia,India,Delhi,31.2,464.0,322.0,11.6,11.5,71.8,464.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
95,2015-01-08,2015,1,Jan,Europe,Italy,Milan,0.1,156.0,64.0,17.1,2.1,42.1,156.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
96,2015-01-08,2015,1,Jan,Asia,Japan,Tokyo,14.5,164.0,55.0,32.0,4.3,50.1,164.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
97,2015-01-08,2015,1,Jan,North America,United States,Los Angeles,20.0,122.0,58.0,9.199999999999996,36.38793748765249,41.7,122.0,Malsain,69.2344,1021.2216,15.9,3.9488
98,2015-01-09,2015,1,Jan,South America,Brazil,São Paulo,30.8,160.0,111.0,83.8,8.7,63.2,160.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
99,2015-01-09,2015,1,Jan,South America,Chile,Santiago,38.2,95.0,68.0,97.4,11.2,46.0,97.4,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
100,2015-01-09,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,110.0,36.1,35.35,90.6,443.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
101,2015-01-09,2015,1,Jan,Europe,France,Paris,6.4,82.0,49.0,22.0,1.1,57.3,82.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
102,2015-01-09,2015,1,Jan,Europe,United Kingdom,London,10.6,80.0,42.0,35.1,8.7,64.3,80.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
103,2015-01-09,2015,1,Jan,Asia,India,Delhi,36.6,481.0,322.0,46.8,88.1,76.3,481.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
104,2015-01-09,2015,1,Jan,Europe,Italy,Milan,0.1,159.0,67.0,9.4,2.1,58.9,159.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
105,2015-01-09,2015,1,Jan,Asia,Japan,Tokyo,17.8,104.0,46.0,32.8,7.2,56.6,104.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
106,2015-01-09,2015,1,Jan,North America,United States,Los Angeles,20.0,150.0,63.0,18.4,28.31052631578948,54.4,151.0,Mauvais,69.2344,1021.2216,15.9,3.9488
107,2015-01-10,2015,1,Jan,South America,Brazil,São Paulo,19.0,161.0,93.0,81.2,9.7,57.9,161.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
108,2015-01-10,2015,1,Jan,South America,Chile,Santiago,31.7,94.0,66.0,99.0,6.2,35.3,99.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
109,2015-01-10,2015,1,Jan,Asia,China,Beijing,42.85000000000001,173.0,249.0,36.6,35.35,99.30000000000001,454.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
110,2015-01-10,2015,1,Jan,Europe,France,Paris,7.3,86.0,51.0,25.6,0.6,57.9,86.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
111,2015-01-10,2015,1,Jan,Europe,United Kingdom,London,9.9,58.0,24.0,31.5,4.1,47.3,58.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
112,2015-01-10,2015,1,Jan,Asia,India,Delhi,52.6,329.0,322.0,49.6,87.1,94.9,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
113,2015-01-10,2015,1,Jan,Europe,Italy,Milan,0.1,114.0,49.0,13.5,2.1,42.1,114.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
114,2015-01-10,2015,1,Jan,Asia,Japan,Tokyo,17.8,114.0,50.0,35.2,7.2,66.4,114.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
115,2015-01-10,2015,1,Jan,North America,United States,Los Angeles,16.7,129.0,56.0,9.199999999999996,27.49928825622776,34.3,129.0,Malsain,69.2344,1021.2216,15.9,3.9488
116,2015-01-11,2015,1,Jan,South America,Brazil,São Paulo,22.6,157.0,111.0,63.6,6.1,43.0,157.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
117,2015-01-11,2015,1,Jan,South America,Chile,Santiago,28.9,90.0,59.0,83.1,9.3,28.3,90.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
118,2015-01-11,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,141.0,28.9,35.35,69.7,390.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
119,2015-01-11,2015,1,Jan,Europe,France,Paris,7.3,83.0,48.0,25.6,0.6,62.2,83.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
120,2015-01-11,2015,1,Jan,Europe,United Kingdom,London,11.9,69.0,38.0,29.5,6.3,57.2,69.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
121,2015-01-11,2015,1,Jan,Asia,India,Delhi,42.5,329.0,322.0,38.9,85.7,80.4,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
122,2015-01-11,2015,1,Jan,Europe,Italy,Milan,0.1,153.0,56.0,30.9,2.6,29.3,153.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
123,2015-01-11,2015,1,Jan,Asia,Japan,Tokyo,16.7,137.0,54.0,32.8,11.5,54.4,137.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
124,2015-01-11,2015,1,Jan,North America,United States,Los Angeles,16.7,112.0,37.0,9.199999999999996,24.27615658362989,26.0,112.0,Malsain,69.2344,1021.2216,15.9,3.9488
125,2015-01-12,2015,1,Jan,South America,Brazil,São Paulo,24.4,163.0,88.0,117.1,14.35,64.9,163.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
126,2015-01-12,2015,1,Jan,South America,Chile,Santiago,33.7,97.0,67.0,74.3,7.2,35.4,97.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
127,2015-01-12,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,179.0,32.1,35.35,65.5,326.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
128,2015-01-12,2015,1,Jan,Europe,France,Paris,9.1,72.0,58.0,23.6,1.1,54.7,72.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
129,2015-01-12,2015,1,Jan,Europe,United Kingdom,London,13.1,70.0,29.0,37.3,7.7,68.5,70.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
130,2015-01-12,2015,1,Jan,Asia,India,Delhi,44.5,329.0,322.0,64.9,25.3,101.4,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
131,2015-01-12,2015,1,Jan,Europe,Italy,Milan,0.1,78.0,36.0,29.3,2.1,73.0,78.8,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
132,2015-01-12,2015,1,Jan,Asia,Japan,Tokyo,11.2,91.0,30.0,33.6,2.9,40.8,91.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
133,2015-01-12,2015,1,Jan,North America,United States,Los Angeles,13.4,150.0,55.0,9.199999999999996,25.186572438162543,23.2,151.0,Mauvais,69.2344,1021.2216,15.9,3.9488
134,2015-01-13,2015,1,Jan,South America,Brazil,São Paulo,24.4,159.0,117.0,121.85,14.35,72.4,159.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
135,2015-01-13,2015,1,Jan,South America,Chile,Santiago,35.3,110.0,69.0,60.6,9.5,35.3,110.0,Malsain,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
136,2015-01-13,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,16.7,35.35,79.9,466.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
137,2015-01-13,2015,1,Jan,Europe,France,Paris,10.0,73.0,40.0,22.8,1.1,60.6,73.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
138,2015-01-13,2015,1,Jan,Europe,United Kingdom,London,16.8,85.0,39.0,32.4,9.9,87.3,87.3,Modere,94.724,1013.6024,5.3191999999999995,7.948
139,2015-01-13,2015,1,Jan,Asia,India,Delhi,37.1,442.0,322.0,69.3,85.3,103.7,442.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
140,2015-01-13,2015,1,Jan,Europe,Italy,Milan,0.1,151.0,60.0,5.3,2.1,61.6,151.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
141,2015-01-13,2015,1,Jan,Asia,Japan,Tokyo,17.8,180.0,34.0,32.8,12.9,67.4,180.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
142,2015-01-13,2015,1,Jan,North America,United States,Los Angeles,21.15,150.0,64.0,9.199999999999996,27.560137457044675,31.5,151.0,Mauvais,69.2344,1021.2216,15.9,3.9488
143,2015-01-14,2015,1,Jan,South America,Brazil,São Paulo,16.3,161.0,102.0,90.3,8.7,65.4,161.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
144,2015-01-14,2015,1,Jan,South America,Chile,Santiago,39.2,89.0,64.0,102.6,18.0,43.6,102.6,Malsain,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
145,2015-01-14,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,11.4,35.35,87.4,471.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
